journal,2024.0,2025.0,2026.0
3 Biotech,,0.0947,
AAPS PharmSciTech,,0.0396,
ACG case reports journal,,0.1385,
ACR open rheumatology,,0.2375,
ACS applied bio materials,,0.18340555555555554,
ACS applied materials & interfaces,,0.17433958333333333,
ACS applied nano materials,0.2325,,
ACS biomaterials science & engineering,,0.13673333333333335,
ACS chemical biology,,0.0199,
ACS measurement science au,,0.2,
ACS medicinal chemistry letters,,0.0167,
ACS nano,,0.17186666666666667,
ACS omega,,0.14176666666666668,
ACS pharmacology & translational science,,0.0667,
AIDS and behavior,,0.1753,
AME case reports,,0.16425,
APL bioengineering,,0.1157,
"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",,0.0723,
Abdominal radiology (New York),,0.0909,
Academic radiology,,0.15025,
Accounts of chemical research,,0.1221,
Acta biochimica et biophysica Sinica,,0.09955,
Acta biomaterialia,,0.167564,
Acta dermato-venereologica,,-0.0205,
"Acta endocrinologica (Bucharest, Romania : 2005)",0.1292,,
Acta haematologica,,0.16655,
Acta histochemica et cytochemica,,0.0818,
Acta medica portuguesa,,0.114,
Acta naturae,0.2781,,
Acta neuropathologica communications,,0.141375,
"Acta oncologica (Stockholm, Sweden)",,0.10216,
Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,,0.0438,
Acta pharmaceutica Sinica. B,,0.2194470588235294,
Acta pharmacologica Sinica,,0.10564285714285715,
Acta tropica,,0.0273,
Actas urologicas espanolas,,0.062099999999999995,
Acute medicine & surgery,,0.0644,
Advanced biology,,0.1687,
Advanced biomedical research,,0.1538,
Advanced biotechnology,0.1294,,
Advanced drug delivery reviews,,0.08143333333333333,
Advanced functional materials,,0.1286,
Advanced healthcare materials,,0.14013529411764705,
"Advanced materials (Deerfield Beach, Fla.)",,0.15312857142857142,
"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",,0.141351724137931,
Advances in biological regulation,,0.0611,
Advances in cancer research,,0.20579999999999998,
Advances in experimental medicine and biology,,0.12695,
Advances in immunology,,0.15764999999999998,
Advances in kidney disease and health,,0.1,
Advances in protein chemistry and structural biology,,0.047040000000000005,
Advances in radiation oncology,,0.16243333333333335,
Advances in therapy,,0.14525,
Ageing research reviews,,0.08122,
Aging and disease,,0.08107500000000001,
Aging cell,,0.0187,
Aging medicine (Milton (N.S.W)),,0.0869,
Aktuelle Urologie,,0.0778,
Alimentary pharmacology & therapeutics,,0.0346,
Allergy,,0.0616,
Alzheimer's & dementia : the journal of the Alzheimer's Association,,0.0044,
American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,,0.08615882352941177,
American journal of cancer research,,0.13555454545454546,
American journal of clinical dermatology,,0.1336,
American journal of clinical oncology,,0.12938571428571427,
American journal of clinical pathology,,0.04095,
American journal of hematology,,0.12508333333333332,
American journal of human genetics,,0.0472,
American journal of men's health,,0.13624999999999998,
American journal of nephrology,,0.2167,
American journal of otolaryngology,,0.0374,
American journal of physiology. Cell physiology,,0.13724999999999998,
American journal of physiology. Heart and circulatory physiology,,0.0705,
"American journal of reproductive immunology (New York, N.Y. : 1989)",,0.10085,
American journal of translational research,,0.13036666666666666,
Amino acids,,0.1172,
Anais brasileiros de dermatologia,,0.0947,
Analytica chimica acta,,0.1859,
Analytical cellular pathology (Amsterdam),,0.1805,
Analytical chemistry,,0.15705,
"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS",,0.2042,
Angewandte Chemie (International ed. in English),,0.15504347826086956,
Animal cells and systems,,0.1526,
Animals : an open access journal from MDPI,,0.10563333333333334,
Annales d'endocrinologie,,0.0894,
Annales de biologie clinique,,0.1182,
Annales de dermatologie et de venereologie,,0.0076,
Annales de pathologie,,0.0625,
Annals of behavioral medicine : a publication of the Society of Behavioral Medicine,,0.0835,
Annals of clinical and laboratory science,,0.1207,
Annals of clinical and translational neurology,,0.1644,
Annals of gastroenterological surgery,,0.1387,
Annals of gastroenterology,,0.04686666666666667,
Annals of hematology,,0.08125,
Annals of hepatology,,0.09204999999999999,
Annals of internal medicine,,-0.0036,
Annals of medicine,,0.1228,
Annals of medicine and surgery (2012),,0.10601428571428571,
Annals of neurology,,0.0303,
"Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc",,0.0727,
Annals of oncology : official journal of the European Society for Medical Oncology,,0.10005555555555556,
Annals of palliative medicine,,0.0765,
"Annals of surgery open : perspectives of surgical history, education, and clinical approaches",,0.1034,
Annals of surgical oncology,,0.09998571428571427,
"Annals of the Academy of Medicine, Singapore",0.11935,,
Annals of the Royal College of Surgeons of England,,0.0193,
Annals of the rheumatic diseases,,0.0211,
Annals of translational medicine,,0.0682,
Annals of transplantation,,0.1105,
Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,0.0265,,
Annual review of biomedical engineering,,0.1286,
Annual review of immunology,,0.0111,
Annual review of pathology,,0.234,
Anti-cancer agents in medicinal chemistry,,0.08512,
Anti-cancer drugs,,0.12265999999999999,
"Antibiotics (Basel, Switzerland)",0.1955,,
"Antibodies (Basel, Switzerland)",,0.07343333333333334,
Anticancer research,,0.08374999999999999,
"Antioxidants (Basel, Switzerland)",,0.0719,
Apoptosis : an international journal on programmed cell death,,0.11708750000000001,
Applied biochemistry and biotechnology,,0.04656666666666667,
Applied immunohistochemistry & molecular morphology : AIMM,,0.0698,
Applied microbiology and biotechnology,,0.2687,
"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",,0.1099,
ArXiv,,0.1835,
Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology,,0.1926,
Archiv der Pharmazie,,0.1149,
Archives of Iranian medicine,0.2413,,
Archives of biochemistry and biophysics,,0.0625,
Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,,0.1042,
Archives of dermatological research..,,0.12833333333333333,
Archives of disease in childhood,,0.1769,
Archives of gynecology and obstetrics,,0.2144,
Archives of oral biology,,0.1164,
"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",,0.072,
Archivos de la Sociedad Espanola de Oftalmologia,,0.155,
Archivos espanoles de urologia,,0.11449999999999999,
Arquivos de neuro-psiquiatria,,0.0041,
Arthritis research & therapy,,0.1425,
Asia-Pacific journal of clinical oncology,,0.10628333333333334,
Asia-Pacific journal of oncology nursing,,0.1057,
Asian Pacific journal of cancer prevention : APJCP,,0.10037777777777777,
Asian journal of pharmaceutical sciences,,0.11354,
Asian journal of urology,,0.107,
"Auris, nasus, larynx",,0.1298,
Autoimmunity reviews,,0.0882,
Autophagy,,0.07339999999999999,
Autophagy reports,0.0657,,
BJC reports,,0.2773,
BJR case reports,,-0.0039,
BJS open,,0.2,
BJUI compass,,0.1186,
BMB reports,,0.1586,
BMC bioinformatics,,0.09509999999999999,
BMC biology,,0.155025,
BMC cancer,,0.09723786407766989,
BMC complementary medicine and therapies,,0.1071,
BMC gastroenterology,,0.1308625,
BMC immunology,,0.12795,
BMC infectious diseases,,0.062116666666666674,
BMC medical genomics,,0.07545,
BMC medicine,,0.11865555555555557,
BMC methods,,0.0869,
BMC neurology,,0.0509,
BMC oral health,,0.1458,
BMC pediatrics,,0.15346666666666667,
BMC pharmacology & toxicology,,0.0128,
BMC psychiatry,,0.0034,
BMC public health,,0.06792857142857142,
BMC pulmonary medicine,,0.1375,
BMC research notes,,0.0025,
BMC surgery,,0.1438,
BMC urology,,0.16743333333333332,
BMC women's health,,0.12893333333333332,
BMJ case reports,,0.0974625,
BMJ military health,,0.0203,
BMJ oncology,0.12506666666666666,0.09054444444444446,
BMJ open,,0.08120526315789474,
Basic and clinical andrology,,0.1053,
Basic research in cardiology,,0.1258,
Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,,-0.0388,
Best practice & research. Clinical haematology,0.17533333333333334,0.07815,
BioData mining,,0.1334,
"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",,0.1641,
"BioEssays : news and reviews in molecular, cellular and developmental biology",,0.4821,
"BioFactors (Oxford, England)",,0.13225,
BioImpacts : BI,,0.17206666666666667,
BioMed research international,,0.2833,
Bioactive materials,,0.13546666666666665,
Bioanalysis,,-0.0278,
Biochemical and biophysical research communications,,0.16010666666666667,
Biochemical genetics,,0.11286666666666667,
Biochemical pharmacology,,0.16895,
Biochemistry and biophysics reports,,0.17685,
Biochemistry. Biokhimiia,,0.2261,
Biochimica et biophysica acta. Molecular basis of disease,,0.1196875,
Biochimica et biophysica acta. Reviews on cancer,,0.1143125,
Bioconjugate chemistry,,0.15226666666666666,
Bioelectronic medicine,,0.1153,
"Bioengineering (Basel, Switzerland)",0.158,0.12194,
Biofabrication,,0.1597,
"Bioinformatics (Oxford, England)",0.1962,0.11316666666666668,
Bioinformatics advances,0.1816,0.2467,
Bioinformation,,0.1548,
Biological & pharmaceutical bulletin,,0.16156666666666666,
Biological procedures online,,0.11320000000000001,
Biologics : targets & therapy,,0.12,
Biology,,0.06808,
Biology direct,,0.1655,
Biology methods & protocols,,0.1724,
Biomacromolecules,,0.2127,
Biomarker insights,,0.1591,
Biomarker research,,0.1134,
Biomarkers in medicine,,0.1532,
Biomaterials,,0.16322978723404255,
Biomaterials advances,,0.0689,
Biomaterials research,,0.1636375,
Biomaterials science,,0.14466,
Biomedical and environmental sciences : BES,,0.1925,
Biomedical journal,,-0.0458,
"Biomedical materials (Bristol, England)",,0.0598,
"Biomedical research (Tokyo, Japan)",,0.1211,
Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,,0.12345416666666666,
Biomedicine hub,,0.0993,
Biomedicines,0.048,0.09147755102040817,
Biomolecules,,0.10165294117647058,
Biomolecules & biomedicine,,0.10049999999999999,
Biomolecules & therapeutics,,0.0843,
Bioorganic & medicinal chemistry,,0.1499625,
Bioorganic & medicinal chemistry letters,,0.1286,
Bioorganic chemistry,,0.13315,
Bioscience trends,,0.1278,
Biosensors & bioelectronics,,0.20750000000000002,
Biotechnology and applied biochemistry,,0.1378,
Biotechnology journal,,0.022766666666666657,
"Bladder (San Francisco, Calif.)",0.1245,,
"Bladder cancer (Amsterdam, Netherlands)",0.0866,0.06853333333333333,
Blood,,0.12248947368421054,
Blood advances,,0.10637058823529412,
Blood and lymphatic cancer : targets and therapy,,0.0925,
Blood cancer discovery,,0.120275,
Blood cancer journal,,0.04886666666666666,
Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis,,0.08,
Blood neoplasia,0.0476,0.10844999999999999,
Blood reviews,,0.07646666666666667,
Blood transfusion = Trasfusione del sangue,,0.1109,
Bone,,0.1313,
Bone marrow transplantation,,0.1359842105263158,
Brachytherapy,,0.091,
Brain & spine,,0.1,
Brain : a journal of neurology,,0.0816,
Brain and nerve = Shinkei kenkyu no shinpo,,0.25,
Brazilian journal of biology = Revista brasleira de biologia,,0.0815,
Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,,0.12823333333333334,
Brazilian journal of otorhinolaryngology,,0.0477,
"Breast (Edinburgh, Scotland)",,0.162675,
Breast cancer (Dove Medical Press),,0.11761428571428571,
"Breast cancer (Tokyo, Japan)",,0.11850000000000001,
Breast cancer research : BCR,,0.12273333333333332,
Breast cancer research and treatment,,0.089425,
"Breast care (Basel, Switzerland)",,0.1018,
Briefings in bioinformatics,,0.067375,
Briefings in functional genomics,,0.0729,
British journal of cancer,,0.07590555555555556,
British journal of haematology,,0.091,
"British journal of hospital medicine (London, England : 2005)",,0.0315,
British journal of nursing (Mark Allen Publishing),,0.16415000000000002,
British journal of pharmacology,,0.0167,
Bulletin du cancer,,0.10565454545454545,
Bulletin of mathematical biology,,0.1221,
"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",,0.09533333333333333,
CA: a cancer journal for clinicians,,0.1445,
CPT: pharmacometrics & systems pharmacology,,0.0221,
Cadernos de saude publica,,0.1867,
Calcified tissue international,,0.1078,
Cambridge prisms. Precision medicine,,0.0525,
Canadian Association of Radiologists journal = Journal l'Association canadienne des radiologistes,,0.1527,
Cancer,,0.116515,
Cancer & metabolism,,0.03075,
Cancer biology & medicine,,0.11057777777777777,
Cancer biology & therapy,,0.12095,
Cancer biomarkers : section A of Disease markers,0.1426,0.11430000000000001,
Cancer biotherapy & radiopharmaceuticals,,0.0862,
Cancer cell,,0.07191428571428571,
Cancer cell international,,0.10083103448275862,
Cancer chemotherapy and pharmacology,,0.2268,
"Cancer communications (London, England)",,0.08262,
Cancer control : journal of the Moffitt Cancer Center,,0.09522222222222222,
Cancer cytopathology,,0.0571,
Cancer discovery,,0.10782941176470588,
"Cancer drug resistance (Alhambra, Calif.)",,0.05876363636363636,
Cancer epidemiology,,0.1678,
Cancer gene therapy,,0.0505,
Cancer genetics,,0.08168,
Cancer genomics & proteomics,,0.08030000000000001,
Cancer imaging : the official publication of the International Cancer Imaging Society,,0.1716,
Cancer immunology research,,0.09040645161290323,
"Cancer immunology, immunotherapy : CII",,0.11870485436893204,
Cancer informatics,,0.1521,
Cancer innovation,,0.16405,
Cancer investigation,,0.0625,
Cancer letters,,0.10141176470588235,
Cancer management and research,,0.09982727272727274,
Cancer medicine,,0.0972375,
Cancer metastasis reviews,,0.1217,
Cancer nursing,,0.08324999999999999,
Cancer pathogenesis and therapy,,0.07135,
Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,,0.2554,
"Cancer reports (Hoboken, N.J.)",,0.11788823529411763,
Cancer research,,0.12013928571428571,
Cancer research and treatment,,0.06073333333333333,
Cancer research communications,,0.11776,
Cancer science,,0.13085714285714287,
Cancer treatment and research communications,,0.10903333333333333,
Cancer treatment reviews,,0.09873888888888888,
Cancers,,0.0937929292929293,
Carbohydrate polymers,,0.14986666666666668,
Carcinogenesis,,0.0675,
"Cardio-oncology (London, England)",,0.10095,
Cardiovascular and interventional radiology,,0.003,
Cardiovascular research,,0.0902,
Case reports in medicine,,0.1232,
Case reports in oncological medicine,,0.144875,
Case reports in oncology,,0.11259999999999999,
Case reports in radiology,,0.0607,
Cell,,0.0879,
Cell & bioscience,,0.09166666666666667,
Cell adhesion & migration,,-0.0208,
Cell biochemistry and biophysics,,0.0501,
Cell biochemistry and function,,0.2102,
Cell biology and toxicology,,0.12912500000000002,
Cell chemical biology,,0.1587666666666667,
Cell communication and signaling : CCS,,0.11535454545454545,
Cell death & disease,,0.11105185185185186,
Cell death and differentiation,,0.21865,
Cell death discovery,,0.10467272727272726,
Cell genomics,,0.08330000000000001,
Cell host & microbe,,0.0625,
Cell insight,,0.2034,
Cell investigation,,0.1318,
Cell metabolism,,0.14142,
Cell proliferation,,0.10948333333333332,
"Cell regeneration (London, England)",,0.0193,
Cell reports,,0.1468,
Cell reports methods,,0.042166666666666665,
Cell reports. Medicine,,0.13368723404255317,
Cell research,,0.0623,
Cell stem cell,,0.25,
Cell systems,,0.1844,
Cell transplantation,,0.1698,
Cells,,0.09943055555555555,
"Cells, tissues, organs",,0.0271,
Cellular & molecular biology letters,,0.3123,
Cellular & molecular immunology,,0.09527777777777778,
"Cellular and molecular biology (Noisy-le-Grand, France)",,0.1158,
Cellular and molecular life sciences : CMLS,,0.13663333333333333,
Cellular immunology,,0.12716666666666668,
"Cellular oncology (Dordrecht, Netherlands)",,0.10857142857142857,
"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",,0.0006,
Cellular signalling,,0.07725,
Central European journal of urology,,0.1081,
"Chaos (Woodbury, N.Y.)",,0.092,
Chem & bio engineering,0.4,,
ChemMedChem,,0.0748,
Chembiochem : a European journal of chemical biology,,0.175725,
Chemical biology & drug design,,0.0958,
"Chemical communications (Cambridge, England)",,0.0733,
Chemical reviews,,0.0962,
Chemical science,,0.1309,
"Chemistry (Weinheim an der Bergstrasse, Germany)",,0.1857,
Chemistry of materials : a publication of the American Chemical Society,0.1565,,
Chemotherapy,,0.0229,
Chinese clinical oncology,,0.1111,
Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,,0.15084999999999998,
Chinese medical journal,,0.06675,
Chinese medical journal pulmonary and critical care medicine,,0.083,
Chinese medicine,,0.075,
Chronobiology international,,0.0817,
Circulation,,0.0892,
Circulation reports,,0.0177,
Circulation research,,0.1798,
Cirugia espanola,,0.0563,
Clinica chimica acta; international journal of clinical chemistry,,0.2451,
Clinical & translational immunology,,0.13363333333333333,
Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,,0.11181428571428571,
Clinical Medicine Insights. Oncology,,0.20615,
Clinical advances in hematology & oncology : H&O,,0.0449,
Clinical and experimental dermatology,,0.035500000000000004,
Clinical and experimental gastroenterology,,0.1183,
Clinical and experimental immunology,,0.14476666666666668,
Clinical and experimental medicine,,0.10995555555555556,
Clinical and experimental rheumatology,,0.0375,
Clinical and molecular hepatology,,0.254,
Clinical and translational gastroenterology,,0.0226,
Clinical and translational medicine,,0.09635384615384615,
Clinical and translational radiation oncology,,0.1251,
Clinical and translational science,,0.1267,
Clinical breast cancer,,0.031700000000000006,
Clinical cancer research : an official journal of the American Association for Cancer Research,,0.09031052631578947,
Clinical case reports,,0.0902,
Clinical colorectal cancer,,0.0191,
Clinical drug investigation,,-0.0446,
Clinical epigenetics,,0.0925,
Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,,0.2818,
Clinical genetics,,0.4333,
Clinical genitourinary cancer,,0.10215833333333334,
Clinical imaging,,0.041100000000000005,
"Clinical immunology (Orlando, Fla.)",,0.1363,
Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,-0.0281,
Clinical interventions in aging,,0.1735,
Clinical journal of gastroenterology,,0.1344,
Clinical journal of oncology nursing,0.0,0.1281,
Clinical laboratory,,0.0521,
Clinical lung cancer,,0.10313333333333333,
"Clinical lymphoma, myeloma & leukemia",,0.1094076923076923,
Clinical microbiology reviews,,0.1471,
Clinical nuclear medicine,,0.1487,
Clinical oncology (Royal College of Radiologists (Great Britain)),,0.11120000000000001,
Clinical pharmacokinetics,,0.10416666666666667,
Clinical pharmacology : advances and applications,,0.1083,
Clinical pharmacology and therapeutics,,0.164275,
Clinical radiology,,0.134025,
Clinical transplantation,,0.0368,
"Clinical trials (London, England)",,0.1117,
"Clinical, cosmetic and investigational dermatology",,0.2233,
ClinicoEconomics and outcomes research : CEOR,,0.1125,
"Clinics (Sao Paulo, Brazil)",,0.0411,
Clinics and practice,,0.1624,
Clinics and research in hepatology and gastroenterology,,0.2738,
Clinics in chest medicine,,0.1982,
Clinics in dermatology,,0.0792,
Cold Spring Harbor perspectives in medicine,,0.047049999999999995,
"Colloids and surfaces. B, Biointerfaces",,0.19060909090909092,
Combinatorial chemistry & high throughput screening,,0.12956666666666666,
Communications biology,,0.12383333333333334,
Communications medicine,,0.17178,
Computational and structural biotechnology journal,,0.1055,
Computational biology and chemistry,,0.14494,
Computer methods and programs in biomedicine,,0.12965,
Computer methods in biomechanics and biomedical engineering,,0.10629999999999999,
Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,,0.1787,
Computers in biology and medicine,,0.1092,
Contemporary clinical trials communications,,-0.0135,
"Contemporary oncology (Poznan, Poland)",,0.0083,
Contraception,,0.1329,
Critical care nursing clinics of North America,,-0.125,
Critical reviews in clinical laboratory sciences,,0.1152,
Critical reviews in eukaryotic gene expression,,0.07565,
Critical reviews in immunology,,0.0756,
Critical reviews in microbiology,,0.0955,
Critical reviews in oncology/hematology,,0.11460833333333333,
Critical reviews in therapeutic drug carrier systems,,0.0012,
Cureus,0.0806,0.1074590909090909,
Current cancer drug targets,,0.09255,
Current cardiology reports,,0.3267,
Current cardiology reviews,,0.11024999999999999,
Current drug targets,,0.075,
Current gene therapy,,0.16444999999999999,
Current genomics,,0.14175,
Current hypertension reports,,0.0949,
Current issues in molecular biology,,0.1341,
Current medical research and opinion,,0.04935,
Current medicinal chemistry,,0.13646363636363637,
Current molecular medicine,,-0.0186,
Current neurology and neuroscience reports,,-0.0238,
"Current oncology (Toronto, Ont.)",0.19594999999999999,0.09934878048780488,
Current oncology reports,,0.12412000000000001,
Current opinion in biotechnology,,0.1405,
Current opinion in chemical biology,,0.0887,
Current opinion in immunology,,0.0821,
Current opinion in nephrology and hypertension,,0.0462,
Current opinion in oncology,,0.08633076923076924,
Current opinion in organ transplantation,,0.2053,
Current opinion in pediatrics,,0.0794,
Current opinion in pharmacology,,0.28095000000000003,
Current opinion in psychiatry,,0.0755,
Current opinion in pulmonary medicine,,0.1241,
Current opinion in urology,,0.156425,
Current pharmaceutical biotechnology,,0.117125,
Current pharmaceutical design,,0.054914285714285714,
Current problems in cancer,,0.10424,
Current protein & peptide science,,0.1187,
Current protocols,,0.0401,
Current research in translational medicine,,0.1514,
Current rheumatology reports,,0.1614,
Current stem cell research & therapy,,0.1014,
Current topics in microbiology and immunology,,0.2112,
Current treatment options in oncology,,0.09441666666666666,
Current urology,,0.1457,
Current urology reports,,0.0936,
"Cyborg and bionic systems (Washington, D.C.)",,0.1229,
CytoJournal,0.1681,,
Cytokine,,0.13443333333333332,
Cytokine & growth factor reviews,,0.12014999999999999,
Cytometry. Part A : the journal of the International Society for Analytical Cytology,,0.0571,
Cytotherapy,0.1891,0.10237142857142857,
DEN open,,,0.0396
DNA repair,,0.1509,
Database : the journal of biological databases and curation,,0.2024,
Dental clinics of North America,,0.18869999999999998,
Dentistry journal,,0.1595,
"Dermatologie (Heidelberg, Germany)",,0.2222333333333333,
Dermatology online journal,0.1539,,
Dermatology practical & conceptual,,0.1336,
Dermatology reports,,0.12179999999999999,
Deutsche medizinische Wochenschrift (1946),,0.1196,
Developmental cell,,0.032400000000000005,
Developmental dynamics : an official publication of the American Association of Anatomists,,0.1558,
Diagnostic cytopathology,,0.0821,
Diagnostic pathology,,0.04825,
"Diagnostics (Basel, Switzerland)",,0.09455999999999999,
Die Gastroenterologie..,,0.0509,
Die Ophthalmologie,,0.3136,
Digestion,,-0.1344,
Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,,0.1749,
"Digestive diseases (Basel, Switzerland)",,0.1341,
Digestive diseases and sciences,,0.14103333333333334,
Digital health,,0.0173,
Discover nano,,0.19605,
Discover oncology,,0.12423068783068784,
Discovery immunology,,0.1048,
Discovery medicine..,,0.10542499999999999,
"Diseases (Basel, Switzerland)",,0.1437,
Diseases of the colon and rectum,,-0.0449,
Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus,,0.09443333333333333,
Drug delivery,,0.16095,
Drug delivery and translational research,,0.13603333333333334,
"Drug design, development and therapy",,0.11815,
Drug development and industrial pharmacy,,-0.1143,
Drug development research,,0.0518,
Drug discovery today,,0.075,
Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,,0.15161,
Drug safety,,0.0958,
Drugs & aging,,0.1486,
Drugs - real world outcomes,,0.11265,
Drugs in context,,0.2294,
EBioMedicine,,0.1408,
